timestamp,city,latitude,longitude,pm25,temperature,humidity,wind_speed,traffic_speed,free_flow_speed,traffic_congestion,hour_of_day,day_of_week,is_weekend,is_rush_hour,hour_sin,hour_cos,pm25_rolling_mean_3h,pm25_rolling_std_3h,congestion_rolling_mean_3h,pm25_rolling_mean_6h,pm25_rolling_std_6h,congestion_rolling_mean_6h,pm25_rolling_mean_24h,pm25_rolling_std_24h,congestion_rolling_mean_24h,pm25_lag_1h,congestion_lag_1h,temperature_lag_1h,pm25_lag_3h,congestion_lag_3h,temperature_lag_3h,pm25_lag_6h,congestion_lag_6h,temperature_lag_6h,pm25_rate_of_change,congestion_rate_of_change,temperature_rate_of_change,pm25_pct_change,speed_gap,congestion_delta,congestion_delta_3h,pm25_trend,congestion_trend,wind_dispersion,humidity_wind_idx,pm25_normalized,congestion_normalized,weather_stress
2026-03-28 15:00:00+00:00,New York,40.7143,-74.006,6.82,7.39,63,5.18,20.8,24.6,15.45,15,5,1,0,-0.7071067811865471,-0.7071067811865479,7.743,0.856,16.0,8.348,0.928,15.928,8.632,3.037,24.32,8.51,16.86,6.85,8.3,16.02,8.34,14.48,42.69,8.43,-1.69,-1.41,0.54,-0.1986,3.8,-1.41,-0.57,-1,-1,1.292,11.932,0.0455,0.1545,0.1485
2026-03-28 16:00:00+00:00,New York,40.7143,-74.006,7.93,7.95,63,5.19,22.0,24.6,10.57,16,5,1,0,-0.8660254037844385,-0.5000000000000004,7.753,0.859,14.293,8.123,0.813,15.54,8.791,2.887,23.93,6.82,15.45,7.39,7.9,15.69,7.68,9.28,12.9,9.07,1.11,-4.88,0.56,0.1628,2.6,-4.88,-5.12,-1,-1,1.499,11.909,0.0529,0.1057,0.148
2026-03-28 17:00:00+00:00,New York,40.7143,-74.006,12.41,8.22,58,5.72,13.4,25.4,47.24,17,5,1,1,-0.9659258262890683,-0.25881904510252063,9.053,2.959,24.42,8.645,1.934,20.305,9.136,2.8,24.097,7.93,10.57,7.95,8.51,16.86,6.85,9.28,18.65,8.63,4.48,36.67,0.27,0.5649,12.0,36.67,30.38,-1,-1,2.132,9.966,0.0827,0.4724,0.1069
2026-03-28 18:00:00+00:00,New York,40.7143,-74.006,11.13,8.65,62,5.39,14.2,25.2,43.65,18,5,1,1,-1.0,-1.8369701987210297e-16,10.49,2.308,33.82,9.117,2.165,24.91,9.182,2.824,24.07,12.41,47.24,8.22,6.82,15.45,7.39,8.3,16.02,8.34,-1.28,-3.59,0.43,-0.1031,11.0,-3.59,28.2,1,1,2.027,11.293,0.0742,0.4365,0.135
2026-03-28 19:00:00+00:00,New York,40.7143,-74.006,10.4,9.24,61,6.39,14.5,24.6,41.06,19,5,1,1,-0.9659258262890684,0.2588190451025203,11.313,1.017,43.983,9.533,2.124,29.138,9.263,2.83,23.673,11.13,43.65,8.65,7.93,10.57,7.95,7.9,15.69,7.68,-0.73,-2.59,0.59,-0.0656,10.1,-2.59,30.49,1,1,1.602,9.399,0.0693,0.4106,0.0949
2026-03-28 20:00:00+00:00,New York,40.7143,-74.006,9.15,10.31,61,4.41,20.0,25.3,20.95,20,5,1,0,-0.8660254037844386,0.5000000000000001,10.227,1.001,35.22,9.64,2.078,29.82,9.502,2.542,23.787,10.4,41.06,9.24,12.41,47.24,8.22,8.51,16.86,6.85,-1.25,-20.11,1.07,-0.1202,5.3,-20.11,-26.29,1,1,2.029,13.525,0.061,0.2095,0.1822
2026-03-28 21:00:00+00:00,New York,40.7143,-74.006,7.2,11.02,63,5.24,21.2,24.7,14.17,21,5,1,0,-0.7071067811865477,0.7071067811865474,8.917,1.613,25.393,9.703,1.978,29.607,9.678,2.192,23.627,9.15,20.95,10.31,11.13,43.65,8.65,6.82,15.45,7.39,-1.95,-6.78,0.71,-0.2131,3.5,-6.78,-29.48,1,1,1.348,11.798,0.048,0.1417,0.1457
2026-03-28 22:00:00+00:00,New York,40.7143,-74.006,8.23,9.0,60,6.26,20.1,25.3,20.55,22,5,1,0,-0.5000000000000004,0.8660254037844384,8.193,0.976,18.557,9.753,1.927,31.27,9.714,2.159,23.71,7.2,14.17,11.02,10.4,41.06,9.24,7.93,10.57,7.95,1.03,6.38,-2.02,0.1431,5.2,6.38,-20.51,1,1,1.294,9.434,0.0549,0.2055,0.0957
2026-03-28 23:00:00+00:00,New York,40.7143,-74.006,8.07,9.56,61,6.06,22.2,24.8,10.48,23,5,1,0,-0.25881904510252157,0.9659258262890681,7.833,0.554,15.067,9.03,1.497,25.143,9.713,2.16,23.138,8.23,20.55,9.0,9.15,20.95,10.31,12.41,47.24,8.22,-0.16,-10.07,0.56,-0.0194,2.6,-10.07,-10.47,-1,-1,1.31,9.903,0.0538,0.1048,0.1056
2026-03-29 00:00:00+00:00,New York,40.7143,-74.006,11.78,10.36,57,4.13,23.5,27.6,14.86,0,6,1,0,0.0,1.0,9.36,2.097,15.297,9.138,1.691,20.345,9.811,2.2,22.938,8.07,10.48,9.56,7.2,14.17,11.02,11.13,43.65,8.65,3.71,4.38,0.8,0.4597,4.1,4.38,0.69,-1,-1,2.785,13.475,0.0785,0.1486,0.1812
2026-03-29 01:00:00+00:00,New York,40.7143,-74.006,9.58,11.0,57,5.14,26.1,28.1,7.12,1,6,1,0,0.25881904510252074,0.9659258262890683,9.81,1.866,10.82,9.002,1.599,14.688,9.861,2.179,22.888,11.78,14.86,10.36,8.23,20.55,9.0,10.4,41.06,9.24,-2.2,-7.74,0.64,-0.1868,2.0,-7.74,-13.43,-1,-1,1.828,10.878,0.0639,0.0712,0.1262
2026-03-29 02:00:00+00:00,New York,40.7143,-74.006,11.14,11.73,52,4.72,21.7,27.2,20.22,2,6,1,0,0.49999999999999994,0.8660254037844387,10.833,1.132,14.067,9.333,1.826,14.567,9.89,2.192,22.909,9.58,7.12,11.0,8.07,10.48,9.56,9.15,20.95,10.31,1.56,13.1,0.73,0.1628,5.5,13.1,9.74,1,-1,2.311,10.788,0.0743,0.2022,0.1243
2026-03-29 03:00:00+00:00,New York,40.7143,-74.006,10.59,10.01,57,4.95,23.6,27.8,15.11,3,6,1,0,0.7071067811865476,0.7071067811865476,10.437,0.791,14.15,9.898,1.535,14.723,9.984,2.171,22.852,11.14,20.22,11.73,11.78,14.86,10.36,7.2,14.17,11.02,-0.55,-5.11,-1.72,-0.0494,4.2,-5.11,0.25,1,-1,2.097,11.287,0.0706,0.1511,0.1349
2026-03-29 04:00:00+00:00,New York,40.7143,-74.006,10.96,9.85,58,3.87,22.0,27.3,19.41,4,6,1,0,0.8660254037844386,0.5000000000000001,10.897,0.28,18.247,10.353,1.333,14.533,10.062,2.171,23.241,10.59,15.11,10.01,9.58,7.12,11.0,8.23,20.55,9.0,0.37,4.3,-0.16,0.0349,5.3,4.3,12.29,1,-1,2.761,14.61,0.0731,0.1941,0.2052
2026-03-29 05:00:00+00:00,New York,40.7143,-74.006,9.62,9.83,54,4.54,21.0,25.3,17.0,5,6,1,0,0.9659258262890683,0.25881904510252074,10.39,0.692,17.173,10.612,0.873,15.62,10.022,2.17,22.994,10.96,19.41,9.85,11.14,20.22,11.73,8.07,10.48,9.56,-1.34,-2.41,-0.02,-0.1223,4.3,-2.41,-3.22,1,1,2.073,11.638,0.0641,0.17,0.1423
2026-03-29 06:00:00+00:00,New York,40.7143,-74.006,10.86,8.88,57,2.75,22.8,25.0,8.8,6,6,1,0,1.0,6.123233995736766e-17,10.48,0.746,15.07,10.458,0.688,14.61,10.077,2.174,22.902,9.62,17.0,9.83,10.59,15.11,10.01,11.78,14.86,10.36,1.24,-8.2,-0.95,0.1289,2.2,-8.2,-6.31,1,-1,3.811,20.0,0.0724,0.088,0.3192
2026-03-29 07:00:00+00:00,New York,40.7143,-74.006,18.11,8.18,61,2.89,9.2,25.0,63.2,7,6,1,1,0.9659258262890683,-0.25881904510252063,12.863,4.586,29.667,11.88,3.099,23.957,10.222,2.57,23.392,10.86,8.8,8.88,10.96,19.41,9.85,9.58,7.12,11.0,7.25,54.4,-0.7,0.6676,15.8,54.4,43.79,1,1,6.057,20.401,0.1207,0.632,0.3277
2026-03-29 08:00:00+00:00,New York,40.7143,-74.006,15.17,7.9,59,4.23,10.3,25.3,59.29,8,6,1,1,0.8660254037844387,-0.4999999999999998,14.713,3.647,43.763,12.552,3.334,30.468,10.288,2.678,23.831,18.11,63.2,8.18,9.62,17.0,9.83,11.14,20.22,11.73,-2.94,-3.91,-0.28,-0.1623,15.0,-3.91,42.29,1,1,3.503,13.626,0.1011,0.5929,0.1844
2026-03-29 09:00:00+00:00,New York,40.7143,-74.006,13.71,7.06,58,3.47,11.4,25.5,55.29,9,6,1,1,0.7071067811865476,-0.7071067811865475,15.663,2.241,59.26,13.072,3.208,37.165,10.255,2.63,24.356,15.17,59.29,7.9,10.86,8.8,8.88,10.59,15.11,10.01,-1.46,-4.0,-0.84,-0.0962,14.1,-4.0,46.49,1,1,3.84,16.246,0.0914,0.5529,0.2398
2026-03-29 10:00:00+00:00,New York,40.7143,-74.006,9.0,6.91,59,5.53,22.9,25.5,10.2,10,6,1,0,0.49999999999999994,-0.8660254037844387,12.627,3.225,41.593,12.745,3.548,35.63,10.244,2.635,24.243,13.71,55.29,7.06,18.11,63.2,8.18,10.96,19.41,9.85,-4.71,-45.09,-0.15,-0.3435,2.6,-45.09,-53.0,1,1,1.599,10.48,0.06,0.102,0.1178
2026-03-29 11:00:00+00:00,New York,40.7143,-74.006,9.02,5.01,64,4.47,20.5,24.2,15.29,11,6,1,0,0.258819045102521,-0.9659258262890682,10.577,2.714,26.927,12.645,3.66,35.345,10.233,2.64,24.103,9.0,10.2,6.91,15.17,59.29,7.9,9.62,17.0,9.83,0.02,5.09,-1.9,0.0022,3.7,5.09,-44.0,1,1,1.974,14.004,0.0601,0.1529,0.1924
