city,latitude,longitude,pm25,temperature,humidity,wind_speed,traffic_speed,free_flow_speed,traffic_congestion,timestamp
New York,40.7143,-74.006,7.9,7.68,61,4.77,21.5,25.5,15.69,2026-03-28 13:00:00+00:00
New York,40.7143,-74.006,8.51,6.85,62,5.22,21.2,25.5,16.86,2026-03-28 14:00:00+00:00
New York,40.7143,-74.006,6.82,7.39,63,5.18,20.8,24.6,15.45,2026-03-28 15:00:00+00:00
New York,40.7143,-74.006,7.93,7.95,63,5.19,22.0,24.6,10.57,2026-03-28 16:00:00+00:00
New York,40.7143,-74.006,12.41,8.22,58,5.72,13.4,25.4,47.24,2026-03-28 17:00:00+00:00
New York,40.7143,-74.006,11.13,8.65,62,5.39,14.2,25.2,43.65,2026-03-28 18:00:00+00:00
New York,40.7143,-74.006,10.4,9.24,61,6.39,14.5,24.6,41.06,2026-03-28 19:00:00+00:00
New York,40.7143,-74.006,9.15,10.31,61,4.41,20.0,25.3,20.95,2026-03-28 20:00:00+00:00
New York,40.7143,-74.006,7.2,11.02,63,5.24,21.2,24.7,14.17,2026-03-28 21:00:00+00:00
New York,40.7143,-74.006,8.23,9.0,60,6.26,20.1,25.3,20.55,2026-03-28 22:00:00+00:00
New York,40.7143,-74.006,8.07,9.56,61,6.06,22.2,24.8,10.48,2026-03-28 23:00:00+00:00
New York,40.7143,-74.006,11.78,10.36,57,4.13,23.5,27.6,14.86,2026-03-29 00:00:00+00:00
New York,40.7143,-74.006,9.58,11.0,57,5.14,26.1,28.1,7.12,2026-03-29 01:00:00+00:00
New York,40.7143,-74.006,11.14,11.73,52,4.72,21.7,27.2,20.22,2026-03-29 02:00:00+00:00
New York,40.7143,-74.006,10.59,10.01,57,4.95,23.6,27.8,15.11,2026-03-29 03:00:00+00:00
New York,40.7143,-74.006,10.96,9.85,58,3.87,22.0,27.3,19.41,2026-03-29 04:00:00+00:00
New York,40.7143,-74.006,9.62,9.83,54,4.54,21.0,25.3,17.0,2026-03-29 05:00:00+00:00
New York,40.7143,-74.006,10.86,8.88,57,2.75,22.8,25.0,8.8,2026-03-29 06:00:00+00:00
New York,40.7143,-74.006,18.11,8.18,61,2.89,9.2,25.0,63.2,2026-03-29 07:00:00+00:00
New York,40.7143,-74.006,15.17,7.9,59,4.23,10.3,25.3,59.29,2026-03-29 08:00:00+00:00
New York,40.7143,-74.006,13.71,7.06,58,3.47,11.4,25.5,55.29,2026-03-29 09:00:00+00:00
New York,40.7143,-74.006,9.0,6.91,59,5.53,22.9,25.5,10.2,2026-03-29 10:00:00+00:00
New York,40.7143,-74.006,9.02,5.01,64,4.47,20.5,24.2,15.29,2026-03-29 11:00:00+00:00
New York,40.7143,-74.006,9.12,5.11,55,6.01,23.8,26.4,9.85,2026-03-29 12:00:00+00:00
New York,40.7143,-74.006,8.07,4.4,68,5.88,20.5,24.4,15.98,2026-03-29 13:00:00+00:00
New York,40.7143,-74.006,8.38,5.24,63,5.49,20.7,26.0,20.38,2026-03-29 14:00:00+00:00
New York,40.7143,-74.006,9.8,4.22,62,5.52,20.9,25.0,16.4,2026-03-29 15:00:00+00:00
New York,40.7143,-74.006,9.05,5.21,65,4.93,20.5,24.9,17.67,2026-03-29 16:00:00+00:00
New York,40.7143,-74.006,12.56,5.94,64,6.47,11.7,25.2,53.57,2026-03-29 17:00:00+00:00
New York,40.7143,-74.006,11.67,6.06,56,5.93,9.8,25.0,60.8,2026-03-29 18:00:00+00:00
New York,40.7143,-74.006,14.97,7.5,63,5.32,10.4,25.5,59.22,2026-03-29 19:00:00+00:00
New York,40.7143,-74.006,9.35,7.54,57,6.0,22.4,24.9,10.04,2026-03-29 20:00:00+00:00
New York,40.7143,-74.006,9.81,9.31,57,5.86,22.8,24.7,7.69,2026-03-29 21:00:00+00:00
New York,40.7143,-74.006,12.21,8.96,49,1.23,23.7,25.6,7.42,2026-03-29 22:00:00+00:00
New York,40.7143,-74.006,12.73,9.55,50,1.23,19.3,25.0,22.8,2026-03-29 23:00:00+00:00
New York,40.7143,-74.006,12.19,10.34,50,1.23,24.2,28.0,13.57,2026-03-30 00:00:00+00:00
New York,40.7143,-74.006,12.53,10.04,50,1.23,22.7,28.0,18.93,2026-03-30 01:00:00+00:00
New York,40.7143,-74.006,10.81,10.39,55,1.23,23.9,28.2,15.25,2026-03-30 02:00:00+00:00
New York,40.7143,-74.006,12.33,10.71,53,1.23,20.6,27.0,23.7,2026-03-30 03:00:00+00:00
New York,40.7143,-74.006,11.68,10.22,53,1.23,21.7,27.3,20.51,2026-03-30 04:00:00+00:00
New York,40.7143,-74.006,19.43,8.82,52,1.23,8.8,25.5,65.49,2026-03-30 05:00:00+00:00
New York,40.7143,-74.006,25.65,8.31,53,1.23,22.5,25.7,12.45,2026-03-30 06:00:00+00:00
New York,40.7143,-74.006,36.84,7.96,54,1.23,16.3,26.0,37.31,2026-03-30 07:00:00+00:00
New York,40.7143,-74.006,29.24,6.76,56,1.23,16.0,24.8,35.48,2026-03-30 08:00:00+00:00
New York,40.7143,-74.006,18.5,6.86,54,1.23,15.4,25.0,38.4,2026-03-30 09:00:00+00:00
New York,40.7143,-74.006,4.99,5.79,53,6.77,19.1,24.9,23.29,2026-03-30 10:00:00+00:00
New York,40.7143,-74.006,1.55,4.75,52,8.86,19.9,24.4,18.44,2026-03-30 11:00:00+00:00
New York,40.7143,-74.006,3.25,4.71,55,8.65,20.5,25.1,18.33,2026-03-30 12:00:00+00:00
New York,40.7143,-74.006,3.49,4.01,60,8.55,20.4,24.9,18.07,2026-03-30 13:00:00+00:00
New York,40.7143,-74.006,3.01,4.48,55,8.71,19.7,25.1,21.51,2026-03-30 14:00:00+00:00
New York,40.7143,-74.006,2.48,4.48,54,9.15,20.5,25.4,19.29,2026-03-30 15:00:00+00:00
New York,40.7143,-74.006,1.49,4.82,51,9.56,18.3,24.8,26.21,2026-03-30 16:00:00+00:00
New York,40.7143,-74.006,,5.4,58,9.48,16.8,25.3,33.6,2026-03-30 17:00:00+00:00
New York,40.7143,-74.006,6.34,5.47,57,9.39,13.7,25.6,46.48,2026-03-30 18:00:00+00:00
New York,40.7143,-74.006,7.77,6.82,50,8.88,13.5,24.4,44.67,2026-03-30 19:00:00+00:00
New York,40.7143,-74.006,2.6,7.62,57,9.12,19.6,24.5,20.0,2026-03-30 20:00:00+00:00
New York,40.7143,-74.006,1.0,8.16,55,10.12,21.1,24.8,14.92,2026-03-30 21:00:00+00:00
New York,40.7143,-74.006,2.47,12.51,57,8.15,17.6,24.5,28.16,2026-03-30 22:00:00+00:00
New York,40.7143,-74.006,1.69,13.09,54,8.0,18.1,24.6,26.42,2026-03-30 23:00:00+00:00
New York,40.7143,-74.006,1.0,13.23,49,8.21,23.7,27.3,13.19,2026-03-31 00:00:00+00:00
New York,40.7143,-74.006,2.78,13.46,55,6.27,22.4,28.1,20.28,2026-03-31 01:00:00+00:00
New York,40.7143,-74.006,3.26,13.6,54,7.09,23.4,27.2,13.97,2026-03-31 02:00:00+00:00
New York,40.7143,-74.006,4.87,13.9,55,6.19,22.4,27.8,19.42,2026-03-31 03:00:00+00:00
New York,40.7143,-74.006,5.66,13.92,56,5.48,22.2,28.1,21.0,2026-03-31 04:00:00+00:00
New York,40.7143,-74.006,4.75,12.97,57,5.17,18.9,25.3,25.3,2026-03-31 05:00:00+00:00
New York,40.7143,-74.006,3.27,13.17,56,5.84,18.8,25.4,25.98,2026-03-31 06:00:00+00:00
New York,40.7143,-74.006,9.8,11.11,60,6.18,11.8,24.9,52.61,2026-03-31 07:00:00+00:00
New York,40.7143,-74.006,9.29,11.75,49,5.89,11.8,25.1,52.99,2026-03-31 08:00:00+00:00
New York,40.7143,-74.006,6.37,9.64,61,7.61,12.5,25.2,50.4,2026-03-31 09:00:00+00:00
New York,40.7143,-74.006,4.62,9.18,56,6.28,22.4,25.4,11.81,2026-03-31 10:00:00+00:00
New York,40.7143,-74.006,3.18,9.0,58,6.4,18.4,24.9,26.1,2026-03-31 11:00:00+00:00
New York,40.7143,-74.006,3.36,8.51,58,6.89,20.2,24.8,18.55,2026-03-31 12:00:00+00:00
New York,40.7143,-74.006,1.42,7.31,61,8.4,21.8,25.3,13.83,2026-03-31 13:00:00+00:00
New York,40.7143,-74.006,2.62,8.45,61,7.78,19.5,24.5,20.41,2026-03-31 14:00:00+00:00
New York,40.7143,-74.006,2.15,7.87,65,7.98,18.5,24.8,25.4,2026-03-31 15:00:00+00:00
New York,40.7143,-74.006,1.0,8.23,60,7.43,21.0,25.1,16.33,2026-03-31 16:00:00+00:00
New York,40.7143,-74.006,7.16,8.9,55,8.77,11.9,24.8,52.02,2026-03-31 17:00:00+00:00
New York,40.7143,-74.006,4.5,9.74,56,9.57,10.9,25.0,56.4,2026-03-31 18:00:00+00:00
New York,40.7143,-74.006,5.54,10.29,59,8.8,12.5,24.7,49.39,2026-03-31 19:00:00+00:00
New York,40.7143,-74.006,1.0,11.85,55,8.94,17.6,24.6,28.46,2026-03-31 20:00:00+00:00
New York,40.7143,-74.006,1.44,12.28,57,7.71,20.2,25.2,19.84,2026-03-31 21:00:00+00:00
New York,40.7143,-74.006,1.0,10.27,60,9.27,20.3,24.7,17.81,2026-03-31 22:00:00+00:00
New York,40.7143,-74.006,1.0,11.56,62,9.24,21.1,25.1,15.94,2026-03-31 23:00:00+00:00
New York,40.7143,-74.006,1.0,12.08,61,8.93,20.9,26.8,22.01,2026-04-01 00:00:00+00:00
New York,40.7143,-74.006,1.39,12.27,60,8.14,19.5,27.6,29.35,2026-04-01 01:00:00+00:00
New York,40.7143,-74.006,1.0,12.83,59,8.75,19.6,27.1,27.68,2026-04-01 02:00:00+00:00
New York,40.7143,-74.006,1.25,12.3,61,8.34,22.1,27.6,19.93,2026-04-01 03:00:00+00:00
New York,40.7143,-74.006,1.0,11.73,63,7.85,24.1,27.4,12.04,2026-04-01 04:00:00+00:00
New York,40.7143,-74.006,1.0,11.36,62,8.5,19.0,24.9,23.69,2026-04-01 05:00:00+00:00
New York,40.7143,-74.006,3.57,10.97,67,7.23,18.8,25.0,24.8,2026-04-01 06:00:00+00:00
New York,40.7143,-74.006,5.59,9.63,61,7.68,12.5,24.9,49.8,2026-04-01 07:00:00+00:00
New York,40.7143,-74.006,4.81,8.9,66,7.64,11.9,24.8,52.02,2026-04-01 08:00:00+00:00
New York,40.7143,-74.006,6.05,8.08,71,7.64,14.7,25.5,42.35,2026-04-01 09:00:00+00:00
New York,40.7143,-74.006,1.0,6.81,64,7.09,19.3,24.6,21.54,2026-04-01 10:00:00+00:00
New York,40.7143,-74.006,1.0,6.7,63,9.04,21.5,25.0,14.0,2026-04-01 11:00:00+00:00
New York,40.7143,-74.006,1.0,6.53,60,7.86,20.4,24.9,18.07,2026-04-01 12:00:00+00:00
New York,40.7143,-74.006,1.0,6.01,60,8.81,19.3,24.9,22.49,2026-04-01 13:00:00+00:00
New York,40.7143,-74.006,1.0,5.48,67,10.1,20.9,25.0,16.4,2026-04-01 14:00:00+00:00
New York,40.7143,-74.006,1.0,6.72,66,9.52,20.2,25.0,19.2,2026-04-01 15:00:00+00:00
New York,40.7143,-74.006,1.0,6.15,64,8.94,20.0,25.4,21.26,2026-04-01 16:00:00+00:00
New York,40.7143,-74.006,5.27,7.74,60,9.08,14.5,24.5,40.82,2026-04-01 17:00:00+00:00
New York,40.7143,-74.006,1.0,7.35,64,11.29,14.2,24.9,42.97,2026-04-01 18:00:00+00:00
New York,40.7143,-74.006,3.2,7.87,62,10.18,16.4,25.7,36.19,2026-04-01 19:00:00+00:00
New York,40.7143,-74.006,1.0,8.56,62,10.41,21.3,24.6,13.41,2026-04-01 20:00:00+00:00
New York,40.7143,-74.006,1.0,10.34,60,10.17,18.7,24.6,23.98,2026-04-01 21:00:00+00:00
New York,40.7143,-74.006,6.62,11.59,54,4.46,19.7,25.1,21.51,2026-04-01 22:00:00+00:00
New York,40.7143,-74.006,4.51,12.87,62,5.74,21.2,25.1,15.54,2026-04-01 23:00:00+00:00
New York,40.7143,-74.006,6.39,13.14,58,4.89,20.3,27.3,25.64,2026-04-02 00:00:00+00:00
New York,40.7143,-74.006,6.6,13.29,59,4.88,22.3,27.5,18.91,2026-04-02 01:00:00+00:00
New York,40.7143,-74.006,7.45,13.81,63,3.57,24.2,27.3,11.36,2026-04-02 02:00:00+00:00
New York,40.7143,-74.006,6.54,14.28,59,3.6,20.2,27.8,27.34,2026-04-02 03:00:00+00:00
New York,40.7143,-74.006,3.84,13.48,60,4.62,23.5,28.0,16.07,2026-04-02 04:00:00+00:00
New York,40.7143,-74.006,8.14,12.46,60,2.99,20.9,25.3,17.39,2026-04-02 05:00:00+00:00
New York,40.7143,-74.006,6.78,11.62,61,3.72,20.9,25.6,18.36,2026-04-02 06:00:00+00:00
New York,40.7143,-74.006,13.15,11.42,65,2.83,9.4,25.7,63.42,2026-04-02 07:00:00+00:00
New York,40.7143,-74.006,11.99,11.1,59,3.06,8.5,24.4,65.16,2026-04-02 08:00:00+00:00
New York,40.7143,-74.006,12.57,9.79,62,2.89,9.5,24.4,61.07,2026-04-02 09:00:00+00:00
New York,40.7143,-74.006,5.46,9.04,57,4.43,8.6,24.7,65.18,2026-04-02 10:00:00+00:00
New York,40.7143,-74.006,7.27,8.49,60,4.64,9.7,25.0,61.2,2026-04-02 11:00:00+00:00
New York,40.7143,-74.006,7.11,8.0,61,3.58,21.1,25.3,16.6,2026-04-02 12:00:00+00:00
New York,40.7143,-74.006,6.21,7.45,56,4.63,21.8,25.1,13.15,2026-04-02 13:00:00+00:00
New York,40.7143,-74.006,6.71,7.91,59,4.5,18.5,24.7,25.1,2026-04-02 14:00:00+00:00
New York,40.7143,-74.006,4.37,7.84,66,5.11,20.3,24.5,17.14,2026-04-02 15:00:00+00:00
New York,40.7143,-74.006,4.91,8.01,57,5.17,21.5,25.0,14.0,2026-04-02 16:00:00+00:00
New York,40.7143,-74.006,9.05,9.08,62,5.78,9.3,25.5,63.53,2026-04-02 17:00:00+00:00
New York,40.7143,-74.006,,8.68,60,5.03,10.1,24.8,59.27,2026-04-02 18:00:00+00:00
New York,40.7143,-74.006,,9.89,59,6.38,9.3,24.8,62.5,2026-04-02 19:00:00+00:00
New York,40.7143,-74.006,5.34,10.88,60,5.41,21.7,25.3,14.23,2026-04-02 20:00:00+00:00
New York,40.7143,-74.006,3.3,10.85,62,5.33,21.3,24.9,14.46,2026-04-02 21:00:00+00:00
New York,40.7143,-74.006,3.33,10.06,62,6.45,19.1,24.4,21.72,2026-04-02 22:00:00+00:00
New York,40.7143,-74.006,4.67,11.07,65,7.0,21.9,25.4,13.78,2026-04-02 23:00:00+00:00
New York,40.7143,-74.006,4.8,10.99,69,6.06,22.1,28.1,21.35,2026-04-03 00:00:00+00:00
New York,40.7143,-74.006,3.75,11.43,65,5.68,20.8,27.8,25.18,2026-04-03 01:00:00+00:00
New York,40.7143,-74.006,5.59,11.94,60,4.87,21.1,27.5,23.27,2026-04-03 02:00:00+00:00
New York,40.7143,-74.006,3.93,11.36,59,6.06,22.6,28.1,19.57,2026-04-03 03:00:00+00:00
New York,40.7143,-74.006,4.17,11.37,71,5.25,24.2,27.7,12.64,2026-04-03 04:00:00+00:00
New York,40.7143,-74.006,5.82,11.36,73,4.49,20.9,25.3,17.39,2026-04-03 05:00:00+00:00
New York,40.7143,-74.006,,10.34,65,4.29,18.6,25.4,26.77,2026-04-03 06:00:00+00:00
New York,40.7143,-74.006,10.91,9.67,66,6.41,15.0,25.2,40.48,2026-04-03 07:00:00+00:00
New York,40.7143,-74.006,11.67,8.76,68,5.37,14.8,25.4,41.73,2026-04-03 08:00:00+00:00
New York,40.7143,-74.006,6.96,8.34,69,5.68,13.2,25.1,47.41,2026-04-03 09:00:00+00:00
New York,40.7143,-74.006,22.3,7.27,70,6.42,21.0,25.1,16.33,2026-04-03 10:00:00+00:00
New York,40.7143,-74.006,40.31,6.73,71,6.57,18.6,25.0,25.6,2026-04-03 11:00:00+00:00
New York,40.7143,-74.006,21.24,6.62,68,6.88,18.6,25.1,25.9,2026-04-03 12:00:00+00:00
New York,40.7143,-74.006,4.43,6.77,69,6.34,19.3,24.8,22.18,2026-04-03 13:00:00+00:00
New York,40.7143,-74.006,3.26,6.03,68,7.07,19.2,24.2,20.66,2026-04-03 14:00:00+00:00
New York,40.7143,-74.006,1.0,6.38,64,8.47,21.2,24.5,13.47,2026-04-03 15:00:00+00:00
New York,40.7143,-74.006,1.91,6.01,69,8.63,18.5,25.4,27.17,2026-04-03 16:00:00+00:00
New York,40.7143,-74.006,6.11,6.16,70,9.13,14.8,25.4,41.73,2026-04-03 17:00:00+00:00
New York,40.7143,-74.006,6.8,7.87,70,7.73,16.0,24.3,34.16,2026-04-03 18:00:00+00:00
New York,40.7143,-74.006,7.48,8.09,66,7.94,15.1,25.0,39.6,2026-04-03 19:00:00+00:00
New York,40.7143,-74.006,1.0,8.91,71,7.83,21.1,25.4,16.93,2026-04-03 20:00:00+00:00
New York,40.7143,-74.006,2.82,9.24,63,7.37,21.8,25.1,13.15,2026-04-03 21:00:00+00:00
New York,40.7143,-74.006,,12.74,58,8.38,21.1,24.7,14.57,2026-04-03 22:00:00+00:00
New York,40.7143,-74.006,2.92,14.14,53,9.07,20.5,24.4,15.98,2026-04-03 23:00:00+00:00
New York,40.7143,-74.006,1.45,13.79,59,7.97,23.2,28.4,18.31,2026-04-04 00:00:00+00:00
New York,40.7143,-74.006,1.01,14.14,52,7.44,22.2,27.7,19.86,2026-04-04 01:00:00+00:00
New York,40.7143,-74.006,6.49,13.95,53,6.22,24.1,27.3,11.72,2026-04-04 02:00:00+00:00
New York,40.7143,-74.006,2.76,14.66,55,7.52,23.6,27.6,14.49,2026-04-04 03:00:00+00:00
New York,40.7143,-74.006,4.36,13.03,58,5.26,23.9,27.8,14.03,2026-04-04 04:00:00+00:00
New York,40.7143,-74.006,5.23,13.92,51,6.05,22.4,25.1,10.76,2026-04-04 05:00:00+00:00
New York,40.7143,-74.006,3.26,13.05,56,5.6,19.7,24.9,20.88,2026-04-04 06:00:00+00:00
New York,40.7143,-74.006,9.72,11.95,54,6.42,14.1,25.3,44.27,2026-04-04 07:00:00+00:00
New York,40.7143,-74.006,17.85,11.6,58,6.66,12.5,25.1,50.2,2026-04-04 08:00:00+00:00
New York,40.7143,-74.006,25.56,10.12,55,6.78,11.8,25.2,53.17,2026-04-04 09:00:00+00:00
New York,40.7143,-74.006,31.42,9.94,56,7.94,21.1,25.5,17.25,2026-04-04 10:00:00+00:00
New York,40.7143,-74.006,22.75,9.53,57,6.58,23.3,25.4,8.27,2026-04-04 11:00:00+00:00
New York,40.7143,-74.006,4.79,8.42,59,6.65,21.9,24.8,11.69,2026-04-04 12:00:00+00:00
New York,40.7143,-74.006,2.68,8.78,63,6.98,19.2,24.9,22.89,2026-04-04 13:00:00+00:00
New York,40.7143,-74.006,1.1,8.0,58,9.01,23.0,24.7,6.88,2026-04-04 14:00:00+00:00
New York,40.7143,-74.006,1.0,8.45,63,8.73,20.8,25.5,18.43,2026-04-04 15:00:00+00:00
New York,40.7143,-74.006,1.0,9.23,64,9.26,22.1,25.1,11.95,2026-04-04 16:00:00+00:00
New York,40.7143,-74.006,8.46,8.99,61,8.49,10.8,25.4,57.48,2026-04-04 17:00:00+00:00
New York,40.7143,-74.006,6.05,9.42,58,9.47,13.5,25.4,46.85,2026-04-04 18:00:00+00:00
New York,40.7143,-74.006,7.52,10.0,57,8.56,10.2,24.8,58.87,2026-04-04 19:00:00+00:00
New York,40.7143,-74.006,1.0,11.59,54,8.48,22.7,25.5,10.98,2026-04-04 20:00:00+00:00
New York,40.7143,-74.006,1.3,12.42,50,8.82,21.6,24.1,10.37,2026-04-04 21:00:00+00:00
New York,40.7143,-74.006,6.81,11.63,59,6.7,20.0,24.2,17.36,2026-04-04 22:00:00+00:00
New York,40.7143,-74.006,7.05,11.29,90,6.54,21.5,24.9,13.65,2026-04-04 23:00:00+00:00
New York,40.7143,-74.006,7.61,12.42,90,5.88,23.7,27.4,13.5,2026-04-05 00:00:00+00:00
New York,40.7143,-74.006,7.61,12.87,90,6.09,21.7,27.4,20.8,2026-04-05 01:00:00+00:00
New York,40.7143,-74.006,,12.32,90,5.7,22.4,28.0,20.0,2026-04-05 02:00:00+00:00
New York,40.7143,-74.006,7.75,12.75,90,5.48,21.7,27.6,21.38,2026-04-05 03:00:00+00:00
New York,40.7143,-74.006,11.03,12.93,90,4.13,24.6,27.8,11.51,2026-04-05 04:00:00+00:00
New York,40.7143,-74.006,9.4,12.15,90,4.88,22.0,25.3,13.04,2026-04-05 05:00:00+00:00
New York,40.7143,-74.006,8.0,11.13,90,5.25,21.2,24.7,14.17,2026-04-05 06:00:00+00:00
New York,40.7143,-74.006,14.45,10.03,90,4.92,15.3,24.5,37.55,2026-04-05 07:00:00+00:00
New York,40.7143,-74.006,12.92,9.93,90,5.19,13.8,24.9,44.58,2026-04-05 08:00:00+00:00
New York,40.7143,-74.006,16.58,10.01,90,3.99,13.5,25.3,46.64,2026-04-05 09:00:00+00:00
New York,40.7143,-74.006,7.6,8.45,90,4.35,21.3,24.7,13.77,2026-04-05 10:00:00+00:00
New York,40.7143,-74.006,8.78,7.48,90,5.22,22.5,24.8,9.27,2026-04-05 11:00:00+00:00
New York,40.7143,-74.006,8.86,7.57,90,5.04,21.0,24.2,13.22,2026-04-05 12:00:00+00:00
New York,40.7143,-74.006,6.47,6.75,65,6.76,20.9,24.5,14.69,2026-04-05 13:00:00+00:00
New York,40.7143,-74.006,6.72,6.7,62,6.75,21.8,24.8,12.1,2026-04-05 14:00:00+00:00
New York,40.7143,-74.006,,7.42,68,5.92,21.0,25.1,16.33,2026-04-05 15:00:00+00:00
New York,40.7143,-74.006,9.63,7.78,63,6.74,22.7,25.1,9.56,2026-04-05 16:00:00+00:00
New York,40.7143,-74.006,10.99,7.58,67,6.53,13.9,25.1,44.62,2026-04-05 17:00:00+00:00
New York,40.7143,-74.006,12.33,8.59,66,7.17,13.5,24.9,45.78,2026-04-05 18:00:00+00:00
New York,40.7143,-74.006,,8.68,59,6.48,12.0,24.7,51.42,2026-04-05 19:00:00+00:00
New York,40.7143,-74.006,6.62,10.22,56,6.83,20.5,25.3,18.97,2026-04-05 20:00:00+00:00
New York,40.7143,-74.006,7.55,10.55,59,6.08,22.0,24.9,11.65,2026-04-05 21:00:00+00:00
New York,40.7143,-74.006,7.57,10.35,56,8.35,22.3,25.2,11.51,2026-04-05 22:00:00+00:00
New York,40.7143,-74.006,7.48,10.68,63,7.7,21.8,24.7,11.74,2026-04-05 23:00:00+00:00
New York,40.7143,-74.006,6.19,10.59,60,7.61,22.8,27.4,16.79,2026-04-06 00:00:00+00:00
New York,40.7143,-74.006,8.31,12.22,66,7.12,20.0,27.8,28.06,2026-04-06 01:00:00+00:00
New York,40.7143,-74.006,6.61,11.49,61,7.73,20.8,27.7,24.91,2026-04-06 02:00:00+00:00
New York,40.7143,-74.006,8.3,11.33,58,6.9,21.4,27.1,21.03,2026-04-06 03:00:00+00:00
New York,40.7143,-74.006,9.58,12.05,92,6.31,23.4,26.5,11.7,2026-04-06 04:00:00+00:00
New York,40.7143,-74.006,7.47,10.26,92,6.31,21.6,24.7,12.55,2026-04-06 05:00:00+00:00
